시도,시군구,허가구분,건축구분,주건축물수,부속건축물동수,주용도,기타용도,대지면적(_),건축면적(_),건폐율(%),연면적(_),용적률산전용면적(_),용적률(%),주용도(동),대표용도(동),세대수(동),호수(동),가구수(동),주구조(동),기타구조(동),지붕구조(동),건축면적(동)(_),연면적(동)(_),용적률산정용면적(동)(_),지하층수(동),지상층수(동),높이(m),승용승강기수(동),비상용승강기수(동),설계자상호명,허가_비허가
경상북도,고령군,신축신고,신축,1,1,단독주택,단독주택,"1,128",112.87,10.01,110.56,110.56,9.8,단독주택,단독주택,0,0,0,경량철골구조,철근콘크리트구조,기타지붕,15.9,15.9,15.9,0,1,3.28,0,0,대가야 건축사사무소,허가
제주특별자치도,제주시,신축허가,신축,1,0,단독주택,단독주택,260,154.76,59.5231,409.08,409.08,157.3385,단독주택,다가구주택,0,1,3,일반철골구조,철근콘크리트구조,기타지붕,154.76,409.08,409.08,0,3,12.8,0,0,건축사사무소 NEW,허가
경기도,이천시,신축허가,신축,1,0,단독주택,다가구주택,197,117.93,59.86,339.18,339.18,172.17,단독주택,다가구주택,0,0,8,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,117.93,339.18,339.18,0,4,13.5,0,0,혜원도시건축사사무소,허가
경상북도,봉화군,증축허가,증축,1,0,동.식물관련시설,단독주택,"2,271",902.72,39.75,972.72,972.72,42.83,동.식물관련시설,축사,0,0,0,강파이프구조,철파이프구조,슬레이트,92.16,0,0,0,1,0,0,0,유진 건축사 사무소,허가
충청북도,청주시 서원구,증축신고,증축,3,3,제2종근린생활시설,수리점(창고),"4,337",495.63,11.43,657.18,657.18,15.15,제2종근린생활시설,수리점,0,0,0,경량철골구조,철근콘크리트구조,기타지붕,27.6,27.6,27.6,0,1,3.08,0,0,민건축사사무소,허가
경상북도,안동시,신축신고,신축,2,0,동.식물관련시설,단독주택,"1,607",592.32,36.85,576,576,35.84,동.식물관련시설,축사,0,0,0,강파이프구조,철근콘크리트구조,기타지붕,224,224,224,0,1,5.9,0,0,민건축사사무소,허가
경기도,포천시,용도변경허가,용도변경,1,0,공동주택,"다세대주택, 노유자시설",503,178.26,35.44,658.09,658.09,130.83,공동주택,다세대주택,7,0,0,철근콘크리트구조,철근콘크리트조,(철근)콘크리트,178.26,658.09,658.09,0,4,12.72,0,0,건축사 사무소 제이앤,허가
경기도,의왕시,신축허가,신축,1,0,단독주택,다가구주택,307,182.58,59.4723,455.17,455.17,148.26,단독주택,다가구주택,0,0,4,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,182.58,455.17,455.17,0,4,15.91,1,0,유하우스건축사사무소주식회사,허가
경기도,양평군,신축신고,신축,1,1,단독주택,단독주택,920,100.03,10.8728,116.95,116.95,12.712,단독주택,단독주택,0,0,1,일반목구조,철근콘크리트구조,기타지붕,69.21,86.13,86.13,0,2,5.042,0,0,(주)미래건축사,허가
전라남도,함평군,증축허가,증축,4,8,동.식물관련시설,계사,"11,396","2,267.23",19.89,"2,634.43","2,634.43",23.12,동.식물관련시설,기타동식물관련시설,0,0,0,강파이프구조,철근콘크리트구조,기타지붕,72.96,72.96,72.96,0,1,4.45,0,0,건축사사무소나솜건축,허가
경기도,파주시,신축신고,신축,2,0,제2종근린생활시설,제조업소,"3,370",396,11.75,396,396,11.75,제2종근린생활시설,제조업소,0,0,0,일반철골구조,철근콘크리트구조,(철근)콘크리트,198,198,198,0,1,4.5,0,0,동성건축사사무소,허가
경기도,시흥시,증축허가,증축,4,0,공장,단독주택,"7,589.10","4,544.60",59.88,"4,749.60","4,749.60",62.58,공장,기타공장,0,0,0,일반철골구조,철근콘크리트구조,기타지붕,940,940,940,0,1,12.2,0,0,텐건축사사무소,허가
경기도,여주시,신축신고,신축,31,0,숙박시설,제1종근린생활시설 소매점,"29,606","1,181.20",3.99,"1,336.21","1,336.21",4.51,제1종근린생활시설,소매점,0,0,0,경량철골구조,철근콘크리트구조,기타지붕,27,27,27,0,1,3.9,0,0,(주)마루 건축사사무소,허가
전라남도,장흥군,증축신고,증축,8,0,동.식물관련시설,단독주택,"4,024","1,928.39",47.9222,"1,832.69","1,832.69",45.544,동.식물관련시설,축사,0,0,0,강파이프구조,철근콘크리트구조,기타지붕,240,240,240,0,1,4.15,0,0,아름건축사사무소,허가
경상남도,의령군,증축신고,증축,2,2,공장,일반공장,"9,874","4,283.12",43.38,"4,538.17","4,538.17",45.96,공장,물품 제조공장,0,0,0,일반철골구조,일반철골구조,기타지붕,0,0,0,0,1,10.2,0,0,예진종합건축사사무소,허가
경기도,화성시,신축허가,신축,2,0,공장,단독주택,"2,219",804,36.23,"1,272","1,272",57.32,공장,기타공장,0,0,0,일반철골구조,철근콘크리트구조,기타지붕,468,936,936,0,2,10.83,0,0,홍종합건축사사무소,허가
경상남도,김해시,신축신고,신축,1,0,단독주택,단독주택,467,75.9,16.25,75.9,75.9,16.25,단독주택,단독주택,0,0,1,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,75.9,75.9,75.9,0,1,5.9,0,0,종합건축사사무소 늘채움,허가
경기도,화성시,신축허가,신축,1,0,단독주택,단독주택,311,149.84,48.1801,188.95,188.95,60.7556,단독주택,단독주택,0,0,1,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,149.84,188.95,188.95,0,2,8,0,0,(주)제이와이제이건축사사무소,허가
대구광역시,서구,증축신고,증축,1,0,단독주택,다가구주택,197.7,118.15,59.7623,364.2,364.2,184.2185,단독주택,다가구주택,0,0,8,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,0,0,0,0,4,13.6,0,0,보람 건축사 사무소,허가
충청북도,괴산군,증축허가,증축,1,2,공장,단독주택,"9,064","4,312.16",47.57,"4,211.12","4,211.12",46.46,공장,기타공장,0,0,0,일반철골구조,철근콘크리트구조,기타지붕,396.6,392.2,392.2,0,1,10.15,0,0,아키쿱건축사사무소,허가
전라북도,남원시,증축신고,증축,1,2,동.식물관련시설,단독주택,"3,041",399.84,13.15,399.84,399.84,13.15,동.식물관련시설,축사,0,0,0,경량철골구조,철근콘크리트구조,기타지붕,36,36,36,0,1,6.1,0,0,건축사사무소 인스토리,허가
강원도,영월군,증축신고,증축,2,1,동.식물관련시설,우사/창고,"3,603",446.24,12.39,446.24,446.24,12.39,동.식물관련시설,축사,0,0,0,일반철골구조,철골파이프조,기타지붕,151.9,151.9,151.9,0,1,6.55,0,0,대윤 건축사사무소,허가
경기도,이천시,신축허가,신축,3,0,단독주택,단독주택,"1,216",242.16,19.9145,401.91,401.91,33.0518,단독주택,단독주택,0,0,1,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,78.72,131.01,131.01,0,2,7,0,0,다온건축사사무소,허가
경상남도,거제시,신축허가,신축,1,0,단독주택,단독주택,531,150.93,28.42,345.08,345.08,64.99,단독주택,다가구주택,0,0,2,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,150.93,345.08,345.08,0,3,11.25,0,0,권성민건축사사무소,허가
강원도,원주시,신축허가,신축,2,0,제2종근린생활시설,"수리점(통신장비수리점), 제1종근린생활시설(소매점)","1,424",567.8,39.87,567.8,567.8,39.87,제1종근린생활시설,소매점,0,0,0,경량철골구조,경량철골구조(LEB SYSTEM),기타지붕,30,30,30,0,1,4.09,0,0,종합건축사사무소 비전,허가
전라남도,고흥군,증축신고,증축,2,0,제2종근린생활시설,제조업소,"1,450",218.82,15.091,214.92,214.92,14.8221,제2종근린생활시설,제조업소,0,0,0,경량철골구조,경량철골구조,기타지붕,79.2,75.3,75.3,0,1,4.9,0,0,건축사사무소 비움,허가
경기도,양평군,신축신고,신축,1,0,창고시설,농가창고,520,95.3,18.33,95.3,95.3,18.33,창고시설,일반창고,0,0,0,경량철골구조,철근콘크리트구조,기타지붕,95.3,95.3,95.3,0,1,5.9,0,0,삼보종합건축사사무소,허가
강원도,철원군,신축신고,신축,1,0,창고시설,단독주택,278,88.24,31.741,88.24,88.24,31.741,창고시설,일반창고,0,0,0,경량철골구조,철근콘크리트구조,슬레이트,88.24,88.24,88.24,0,1,5,0,0,건축사사무소담터,허가
광주광역시,서구,신축신고,신축,1,0,제2종근린생활시설,사무소,160,70.4,44,70.4,70.4,44,제2종근린생활시설,사무소,0,0,0,경량철골구조,철근콘크리트구조,기타지붕,70.4,70.4,70.4,0,1,4.9,0,0,시티건축사사무소,허가
광주광역시,북구,신축허가,신축,1,0,단독주택,단독주택,236,45.25,19.1737,114.43,114.43,48.4873,단독주택,단독주택,0,0,1,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,45.25,114.43,114.43,0,3,10.55,0,0,디자인그룹 현대건축사사무소,허가
대구광역시,동구,증축신고,증축,1,0,단독주택,창고,183.37,104.54,57.0104,99.36,99.36,54.1855,단독주택,단독주택,0,0,1,철근콘크리트구조,철근콘크리트구조,기타지붕,0,0,0,0,2,6.8,0,0,예담 건축사 사무소,허가
제주특별자치도,제주시,신축신고,신축,2,0,단독주택,단독주택,621,162.76,26.21,224.8,224.8,36.2,단독주택,단독주택,0,0,1,경량철골구조,철근콘크리트구조,기타지붕,81.38,112.4,112.4,0,2,4.95,0,0,건축사사무소대성,허가
전라남도,보성군,증축신고,증축,2,1,제2종근린생활시설,단독주택,895,240.22,26.8402,240.22,240.22,26.8402,제2종근린생활시설,제조업소,0,0,0,경량철골구조,경량철골구조,기타지붕,99.5,99.5,99.5,0,1,5.4,0,0,을지 건축사사무소,허가
강원도,횡성군,신축신고,신축,1,0,단독주택,단독주택,400,94.1,23.53,94.1,94.1,23.53,단독주택,단독주택,0,0,1,경량철골구조,철근콘크리트구조,기타지붕,94.1,94.1,94.1,0,1,5.3,0,0,가인건축사사무소,허가
서울특별시,서초구,신축허가,신축,1,0,단독주택,단독주택,338,147.96,43.78,298.53,298.53,88.32,단독주택,단독주택,0,0,1,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,147.96,298.53,298.53,0,3,10.8,0,0,예일건축사사무소,허가
대구광역시,북구,신축허가,신축,1,0,제1종근린생활시설,소매점,330,191.73,58.1,231.77,231.77,70.23,제1종근린생활시설,소매점,0,0,0,일반철골구조,철근콘크리트구조,기타지붕,191.73,231.77,231.77,0,2,10,0,0,건축사사무소성안건축,허가
충청남도,서산시,신축신고,신축,1,0,창고시설,농업인창고,433,18,4.16,18,18,4.16,창고시설,기타창고시설,0,0,0,기타강구조,컨테이너,기타지붕,18,18,18,0,1,3.15,0,0,수건축사사무소,허가
경상남도,창녕군,신축허가,신축,1,0,제1종근린생활시설,휴게음식점 및 제2종근린생활시설(사무소),210,125.24,59.64,250.48,250.48,119.28,제1종근린생활시설,휴게음식점,0,0,0,일반철골구조,철근콘크리트구조,(철근)콘크리트,125.24,250.48,250.48,0,2,9,0,0,건축사사무소동우,허가
충청북도,제천시,증축신고,증축,3,1,동.식물관련시설,단독주택,"2,286",858.2,37.54,858.2,858.2,37.54,동.식물관련시설,기타동식물관련시설,0,0,0,강파이프구조,철근콘크리트구조,기타지붕,118.2,118.2,118.2,0,1,7,0,0,단우건축사사무소,허가
강원도,동해시,신축허가,신축,1,0,제2종근린생활시설,및 단독주택,126,70.56,56,238.98,211.68,168,단독주택,단독주택,0,0,1,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,70.56,238.98,211.68,1,4,12.15,0,0,해동 건축사사무소,허가
전라북도,익산시,증축신고,증축,3,0,창고시설,단독주택,"1,808",226.7,12.5387,226.7,226.7,12.5387,창고시설,일반창고,0,0,0,일반철골구조,일반철골구조,기타지붕,84,84,84,0,1,6,0,0,민건축사사무소,허가
경기도,김포시,신축허가,신축,1,0,제2종근린생활시설,제조업소,"1,732",499.8,28.8568,597.8,597.8,34.515,제2종근린생활시설,제조업소,0,0,0,일반철골구조,철근콘크리트구조,기타지붕,499.8,597.8,597.8,0,2,8.9,0,0,(주)건축사사무소유신건축,허가
전라남도,진도군,협의건축물,신축,1,0,자원순환관련시설,폐기물재활용시설,"3,653",511.2,13.994,527.5,527.5,14.4402,자원순환관련시설,폐기물재활용시설,0,0,0,일반철골구조,일반철골구조,기타지붕,511.2,527.5,527.5,0,2,9.2,0,0,삼우건축사사무소,허가
전라남도,해남군,증축허가,증축,2,0,동.식물관련시설,축사,"4,116",979.41,23.7952,979.41,979.41,23.7952,동.식물관련시설,기타동식물관련시설,0,0,0,경량철골구조,경량철골구조,기타지붕,0,0,0,0,1,6.65,0,0,(주)문엔창건축사사무소,허가
전라남도,나주시,증축허가,증축,36,12,동.식물관련시설,오리사/작물재배사,"22,967","11,399.66",49.635,"11,434.76","11,434.76",49.7878,동.식물관련시설,축사,0,0,0,일반철골구조,일반철골구조,기타지붕,0,0,0,0,1,4,0,0,윤 건축사사무소,허가
경상북도,봉화군,증축허가,증축,1,0,동.식물관련시설,단독주택,"2,657",544.91,20.51,644.91,644.91,24.27,동.식물관련시설,축사,0,0,0,강파이프구조,강파이프구조,기타지붕,-15.09,294.91,294.91,0,1,6.7,0,0,하나건축사사무소,허가
충청남도,서산시,증축신고,증축,1,0,단독주택,단독주택,493,131.26,26.6247,131.26,131.26,26.6247,단독주택,단독주택,0,0,1,경량철골구조,경량철골구조,기타지붕,33.72,33.72,33.72,0,1,5.5,0,0,마당 건축사사무소,허가
경기도,용인시 처인구,증축허가,증축,2,0,단독주택,"(다가구주택), 2종근린생활시설(제조업소)",911,332.9,36.54,657.06,657.06,72.13,단독주택,다가구주택,0,0,6,일반철골구조,철근콘크리트구조,기타지붕,232.1,556.26,556.26,0,3,13.75,0,0,종합건축사사무소 예인,허가
경기도,화성시,신축허가,신축,1,0,단독주택,다가구주택(18가구),815,160.44,19.69,494.76,494.76,60.71,단독주택,다가구주택,0,0,18,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,160.44,494.76,494.76,0,4,13.95,0,0,조은건축사사무소,허가
경기도,안성시,개축허가,개축,5,0,창고시설,창고시설,"6,496","2,286",35.19,"2,286","2,286",35.19,창고시설,일반창고,0,0,0,일반철골구조,일반철골조,기타지붕,457.2,457.2,457.2,0,1,7.3,0,0,건축사사무소한보,허가
경상북도,의성군,신축신고,신축,2,1,동.식물관련시설,축사,"2,219.30",765,34.47,765,765,34.47,동.식물관련시설,관리사,0,0,0,강파이프구조,철근콘크리트구조,기타지붕,30,30,30,0,1,3.1,0,0,건축사사무소 본,허가
경상북도,포항시 북구,증축신고,증축,2,0,단독주택,단독주택,519,113.11,21.79,113.11,113.11,21.79,단독주택,단독주택,0,0,1,경량철골구조,철근콘크리트구조,기타지붕,78.4,78.4,78.4,0,1,4.7,0,0,민건축사사무소,허가
제주특별자치도,서귀포시,신축허가,신축,1,0,제2종근린생활시설,일반음식점,"1,652",329.54,19.9479,587.52,587.52,35.5642,제2종근린생활시설,일반음식점,0,0,1,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,329.54,587.52,587.52,0,2,8.25,0,0,건축사사무소 우건축,허가
울산광역시,동구,증축허가,증축,1,0,단독주택,단독주택,222.2,119.9,53.96,214.07,214.07,96.34,단독주택,단독주택,0,0,1,벽돌구조,"벽돌조, 블럭,철근콘크리트",(철근)콘크리트,14.49,15.96,15.96,0,2,0,0,0,부경건축사사무소,허가
서울특별시,강남구,용도변경신고,용도변경,1,0,제2종근린생활시설,단독주택,"1,452.60",845.62,58.21,"3,403.94","2,558.32",176.12,제1종근린생활시설,사무소,0,41,0,철근콘크리트구조,철근콘크리트조,(철근)콘크리트,845.62,"3,403.94","2,558.32",1,3,0,0,0,유정건축사사무소,허가
경기도,용인시 수지구,용도변경허가,용도변경,1,0,제1종근린생활시설,소매점,816,141.18,17.3015,141.18,141.18,17.3015,제1종근린생활시설,소매점,0,0,1,경량철골구조,경량철골구조,기타지붕,141.18,141.18,141.18,0,1,5,0,0,신화종합건축사사무소,허가
대전광역시,서구,용도변경허가,용도변경,1,0,제2종근린생활시설,다가구주택(5가구),385.1,209.92,54.5105,765.54,765.54,198.7899,제2종근린생활시설,사무소,0,0,5,철근콘크리트구조,철근콘크리트조,(철근)콘크리트,209.92,765.54,765.54,0,4,14.85,0,0,대전건축사사무소,허가
대구광역시,달서구,증축신고,증축,1,0,단독주택,다가구,171,101.07,59.1053,303.21,303.21,177.3158,단독주택,단독주택,0,0,5,벽돌구조,시멘트벽돌조,기타지붕,0,0,0,0,3,11.7,0,0,예담 건축사 사무소,허가
경기도,양평군,신축신고,신축,1,0,단독주택,단독주택,496,96.67,19.4899,96.67,96.67,19.4899,단독주택,단독주택,0,0,1,블록구조,철근콘크리트구조,기타지붕,96.67,96.67,96.67,0,1,4.5,0,0,선우건축사사무소,허가
충청남도,서천군,신축신고,신축,5,0,동.식물관련시설,단독주택,"2,631","1,061.25",40.34,"1,061.25","1,061.25",40.34,동.식물관련시설,작물재배사,0,0,0,경량철골구조,철근콘크리트구조,기타지붕,212.25,212.25,212.25,0,1,4.05,0,0,곤 건축사사무소,허가
제주특별자치도,제주시,신축신고,신축,1,0,창고시설,일반창고,85,50.47,59.3765,50.47,50.47,59.3765,창고시설,일반창고,0,0,0,시멘트블럭조,철근콘크리트구조,슬레이트,50.47,50.47,50.47,0,1,3.85,0,0,현학건축사사무소,허가
전라북도,익산시,신축허가,신축,1,0,단독주택,단독주택,659,129.69,19.6798,129.27,129.27,19.6161,단독주택,단독주택,0,0,1,일반목구조,철근콘크리트구조,기타지붕,129.69,129.27,129.27,0,1,6.5,0,0,가온건축사사무소,허가
서울특별시,성북구,용도변경허가,용도변경,1,0,제1종근린생활시설,단독주택,90,35.28,39.2,65.68,65.68,72.98,제1종근린생활시설,소매점,0,0,0,벽돌구조,벽돌구조,기타지붕,35.28,65.68,65.68,0,2,5.4,0,0,민건축사사무소,허가
충청북도,괴산군,증축허가,증축,7,0,동.식물관련시설,단독주택,"8,335","2,928.90",35.14,"2,928.90","2,928.90",35.14,동.식물관련시설,양계,0,0,0,강파이프구조,철근콘크리트구조,기타지붕,414,414,414,0,1,3.9,0,0,대웅건축사사무소,허가
충청남도,천안시 서북구,신축허가,신축,0,0,창고시설,단독주택,"1,689",806,47.72,806,806,47.72,창고시설,기타창고시설,0,0,0,경량철골구조,철근콘크리트구조,기타지붕,455,455,455,0,1,7.6,0,0,(주)가온디자인종합건축사사무소,허가
광주광역시,남구,공용건축물,증축,2,0,수련시설,청소년문화의집,"10,288.80",439.28,4.2695,997.04,997.04,9.6905,수련시설,청소년문화의집,0,0,0,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,400.85,958.61,958.61,0,3,14.3,0,0,(주)라인종합 건축사사무소,허가
경상북도,안동시,신축신고,신축,2,0,동.식물관련시설,버섯재배사,"1,209",491.14,40.62,491.14,491.14,40.62,동.식물관련시설,기타동식물관련시설,0,0,0,경량철골구조,철근콘크리트구조,기타지붕,143.04,143.04,143.04,0,1,3.6,0,0,민건축사사무소,허가
제주특별자치도,서귀포시,신축허가,신축,6,0,단독주택,단독주택,"4,592",512.3,11.1564,"1,187.36",789.65,17.1962,단독주택,단독주택,0,0,1,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,102.46,157.93,157.93,0,2,7.95,0,0,(주) 에스디알제주 건축사사무소,허가
전라남도,해남군,신축신고,신축,1,0,단독주택,단독주택,792,95.08,12.01,90.3,90.3,11.4,단독주택,단독주택,1,1,1,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,95.08,90.3,90.3,0,1,4.95,0,0,김광호건축사사무소,허가
경기도,포천시,신축신고,신축,1,0,단독주택,단독주택,404,97.76,24.2,97.76,97.76,24.2,단독주택,단독주택,0,0,1,기타구조,각파이프,기타지붕,97.76,97.76,97.76,0,1,5.9,0,0,선명건축사사무소,허가
경기도,평택시,신축허가,신축,1,0,단독주택,다가구주택(제 2종근린생활시설-일반음식점),261,153.75,58.9,429.37,429.37,164.5,단독주택,다가구주택,0,0,4,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,153.75,439.36,439.36,0,4,18.6,1,0,주식회사진건축사사무소,허가
경기도,이천시,증축신고,증축,2,0,제2종근린생활시설,"제조업소,소매점",712,216.508,30.4084,284.963,284.963,40.0229,제2종근린생활시설,제조업소,0,0,0,일반목구조,철근콘크리트구조,기타지붕,26.6,26.6,26.6,0,1,3.6,0,0,이 건축사사무소,허가
